-1.225414, -0.146222, -3.141127, 1.000000
-1.225414, -0.146222, -3.141127, 1.000000
-1.225414, -0.146222, -3.141127, 1.000000
-1.235414, -0.146185, -3.141588, 1.000000
-1.235414, -0.146185, -3.141588, 1.000000
-1.245414, -0.146153, 3.141382, 1.000000
-1.245414, -0.146153, 3.141382, 1.000000
-1.245414, -0.146153, 3.141382, 1.000000
-1.255414, -0.146144, 3.141426, 1.000000
-1.255414, -0.146144, 3.141426, 1.000000
-1.265414, -0.146182, -3.141313, 1.000000
-1.265414, -0.146182, -3.141313, 1.000000
-1.265414, -0.146182, -3.141313, 1.000000
-1.275414, -0.146205, -3.141226, 1.000000
-1.275414, -0.146205, -3.141226, 1.000000
-1.285414, -0.146176, 3.141560, 1.000000
-1.285414, -0.146176, 3.141560, 1.000000
-1.285414, -0.146176, 3.141560, 1.000000
-1.295414, -0.146148, 3.141367, 1.000000
-1.295414, -0.146148, 3.141367, 1.000000
-1.305414, -0.146131, 3.141297, 1.000000
-1.305414, -0.146131, 3.141297, 1.000000
-1.315414, -0.146107, 3.141147, 1.000000
-1.315414, -0.146107, 3.141147, 1.000000
-1.315414, -0.146107, 3.141147, 1.000000
-1.325414, -0.146046, 3.140660, 1.000000
-1.325414, -0.146046, 3.140660, 1.000000
-1.325414, -0.146046, 3.140660, 1.000000
-1.335413, -0.145984, 3.140310, 1.000000
-1.335413, -0.145984, 3.140310, 1.000000
-1.345413, -0.145898, 3.139750, 1.000000
-1.345413, -0.145898, 3.139750, 1.000000
-1.355413, -0.145828, 3.139494, 1.000000
-1.355413, -0.145828, 3.139494, 1.000000
-1.365413, -0.145789, 3.139522, 1.000000
-1.365413, -0.145789, 3.139522, 1.000000
-1.365413, -0.145789, 3.139522, 1.000000
-1.375413, -0.145801, 3.139960, 1.000000
-1.375413, -0.145801, 3.139960, 1.000000
-1.385413, -0.145812, 3.140166, 1.000000
-1.385413, -0.145812, 3.140166, 1.000000
-1.385413, -0.145812, 3.140166, 1.000000
-1.395413, -0.145826, 3.140363, 1.000000
-1.395413, -0.145826, 3.140363, 1.000000
-1.405413, -0.145873, 3.140867, 1.000000
-1.405413, -0.145873, 3.140867, 1.000000
-1.405413, -0.145873, 3.140867, 1.000000
-1.415413, -0.145909, 3.141101, 1.000000
-1.415413, -0.145909, 3.141101, 1.000000
-1.425412, -0.145941, 3.141311, 1.000000
-1.425412, -0.145941, 3.141311, 1.000000
-1.425412, -0.145941, 3.141311, 1.000000
-1.435412, -0.146003, -3.141364, 1.000000
-1.435412, -0.146003, -3.141364, 1.000000
-1.445412, -0.146039, -3.141250, 1.000000
-1.445412, -0.146039, -3.141250, 1.000000
-1.445412, -0.146039, -3.141250, 1.000000
-1.455412, -0.146019, 3.141547, 1.000000
-1.455412, -0.146019, 3.141547, 1.000000
-1.465412, -0.145984, 3.141237, 1.000000
-1.465412, -0.145984, 3.141237, 1.000000
-1.475412, -0.145918, 3.140694, 1.000000
-1.475412, -0.145918, 3.140694, 1.000000
-1.485412, -0.145852, 3.140323, 1.000000
-1.485412, -0.145852, 3.140323, 1.000000
-1.485412, -0.145852, 3.140323, 1.000000
-1.495411, -0.145763, 3.139755, 1.000000
-1.495411, -0.145763, 3.139755, 1.000000
-1.505411, -0.145692, 3.139497, 1.000000
-1.505411, -0.145692, 3.139497, 1.000000
-1.505411, -0.145692, 3.139497, 1.000000
-1.515411, -0.145640, 3.139400, 1.000000
-1.515411, -0.145640, 3.139400, 1.000000
-1.525411, -0.145613, 3.139484, 1.000000
-1.525411, -0.145613, 3.139484, 1.000000
-1.525411, -0.145613, 3.139484, 1.000000
-1.535411, -0.145631, 3.139944, 1.000000
-1.535411, -0.145631, 3.139944, 1.000000
-1.545411, -0.145646, 3.140158, 1.000000
-1.545411, -0.145646, 3.140158, 1.000000
-1.545411, -0.145646, 3.140158, 1.000000
-1.555411, -0.145650, 3.140236, 1.000000
-1.555411, -0.145650, 3.140236, 1.000000
-1.565411, -0.145647, 3.140266, 1.000000
-1.565411, -0.145647, 3.140266, 1.000000
-1.565411, -0.145647, 3.140266, 1.000000
-1.575411, -0.145628, 3.140155, 1.000000
-1.575411, -0.145628, 3.140155, 1.000000
-1.585411, -0.145567, 3.139684, 1.000000
-1.585411, -0.145567, 3.139684, 1.000000
-1.585411, -0.145567, 3.139684, 1.000000
-1.595410, -0.145512, 3.139465, 1.000000
-1.595410, -0.145512, 3.139465, 1.000000
-1.605410, -0.145482, 3.139507, 1.000000
-1.605410, -0.145482, 3.139507, 1.000000
-1.605410, -0.145482, 3.139507, 1.000000
-1.615410, -0.145500, 3.139952, 1.000000
-1.615410, -0.145500, 3.139952, 1.000000
-1.625410, -0.145502, 3.140038, 1.000000
-1.625410, -0.145502, 3.140038, 1.000000
-1.625410, -0.145502, 3.140038, 1.000000
-1.635410, -0.145454, 3.139638, 1.000000
-1.635410, -0.145454, 3.139638, 1.000000
-1.645410, -0.145407, 3.139445, 1.000000
-1.645410, -0.145407, 3.139445, 1.000000
-1.645410, -0.145407, 3.139445, 1.000000
-1.655410, -0.145382, 3.139498, 1.000000
-1.655410, -0.145382, 3.139498, 1.000000
-1.665410, -0.145402, 3.139948, 1.000000
-1.665410, -0.145402, 3.139948, 1.000000
-1.675410, -0.145430, 3.140282, 1.000000
-1.675410, -0.145430, 3.140282, 1.000000
-1.685410, -0.145486, 3.140836, 1.000000
-1.685410, -0.145486, 3.140836, 1.000000
-1.685410, -0.145486, 3.140836, 1.000000
-1.695410, -0.145539, 3.141211, 1.000000
-1.695410, -0.145539, 3.141211, 1.000000
-1.705409, -0.145613, -3.141404, 1.000000
-1.715409, -0.145669, -3.141145, 1.000000
-1.715409, -0.145669, -3.141145, 1.000000
-1.725409, -0.145693, -3.141170, 1.000000
-1.725409, -0.145693, -3.141170, 1.000000
-1.735409, -0.145665, 3.141578, 1.000000
-1.745409, -0.145638, 3.141373, 1.000000
-1.745409, -0.145638, 3.141373, 1.000000
-1.745409, -0.145638, 3.141373, 1.000000
-1.755409, -0.145608, 3.141176, 1.000000
-1.755409, -0.145608, 3.141176, 1.000000
-1.765409, -0.145545, 3.140672, 1.000000
-1.775409, -0.145493, 3.140438, 1.000000
-1.785409, -0.145469, 3.140474, 1.000000
